PASS_PRESCREEN,FAILED_ATTN_CHECK,RecordedDate,Q-requirements-1,Q-requirements-2,Q-attn-check-1,Q-prolific-mturk,Q-mturk-account,Q-attn-check-2,Duration (in seconds),ResponseId,version,Q-followup-study,connect,Age,Sex,Ethnicity simplified,Country of birth,Nationality,Student status,Employment status
true,,2023-03-19 08:54:45,Yes,2018 or earlier,,,,after 2020,105,R_3gSmKH9f51fcfhB,v2,"The answer is ""Order History Reports""",,56,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 08:55:38,Yes,2018 or earlier,,,,after 2020,72,R_2w02iEUqRYE78tC,v2,"The answer is ""Order History Reports""",,58,Female,White,United States,United States,No,Full-Time
true,,2023-03-19 08:59:54,Yes,2018 or earlier,,,,after 2020,46,R_3JrTlAq659rT1fi,v2,"The answer is ""Order History Reports""",,30,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 09:05:46,Yes,2018 or earlier,,,,after 2020,99,R_1Fynq7qPn7oyg8X,v2,"The answer is ""Order History Reports""",,36,Male,Asian,United States,United States,No,DATA_EXPIRED
true,,2023-03-19 09:16:18,Yes,2018 or earlier,,,,after 2020,59,R_2c5xb8SvUWFCyUF,v2,"The answer is ""Order History Reports""",,35,Male,White,DATA_EXPIRED,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 09:23:31,Yes,2018 or earlier,,,,after 2020,86,R_26g5jbH6mLmFY3b,v2,"The answer is ""Order History Reports""",,57,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 09:34:31,Yes,2018 or earlier,,,,after 2020,99,R_2s7rxbWRhcKzHT4,v2,"The answer is ""Order History Reports""",,30,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
,true,2023-03-19 09:37:44,Yes,2018 or earlier,,,,2018 or earlier,9,R_xiuDUzUDAljxNId,v2,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
true,,2023-03-19 09:40:41,Yes,2018 or earlier,,,,after 2020,80,R_12xy8O9rnQ3dAZ3,v2,"The answer is ""Order History Reports""",,55,Male,Mixed,United States,United States,No,Full-Time
true,,2023-03-19 09:41:15,Yes,2018 or earlier,,,,after 2020,220,R_3j0d6mwwMg8syYw,v2,"The answer is ""Order History Reports""",,33,Male,Black,United States,United States,No,DATA_EXPIRED
true,,2023-03-19 09:51:24,Yes,2018 or earlier,,,,after 2020,87,R_1ocApRdmHn0xKC4,v2,"The answer is ""Order History Reports""",,35,Male,White,DATA_EXPIRED,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 10:04:47,Yes,2018 or earlier,,,,after 2020,71,R_2xK2I4PkjNYEIbc,v2,"The answer is ""Order History Reports""",,33,Male,White,DATA_EXPIRED,United States,DATA_EXPIRED,DATA_EXPIRED
,,2023-03-19 10:09:28,Yes,after 2020,,,,,16,R_1DFOPGBrIL8Cwno,v2,,,21,Male,Mixed,United States,United States,No,DATA_EXPIRED
,,2023-03-19 10:12:58,Yes,2019 or 2020,,,,,27,R_1DYa6n2yo2zsMUt,v2,,,58,Female,White,Germany,United States,No,Full-Time
,,2023-03-19 10:14:14,Yes,2018 or earlier,,,,after 2020,48,R_2ROAGY3qLLNAqUx,v2,I am not interested in participating,,24,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 10:29:20,Yes,2018 or earlier,,,,after 2020,107,R_3Mxmsitj4b9ARsV,v2,"The answer is ""Order History Reports""",,51,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
,,2023-03-19 10:35:10,Yes,after 2020,,,,,13,R_1kSr0fczj3AynRH,v2,,,20,Female,Mixed,United States,United States,Yes,Part-Time
,,2023-03-19 10:37:19,Yes,2018 or earlier,,,,after 2020,115,R_3dJMrIJbHSAGVax,v2,"The answer is ""Your Order History""",,22,Female,Mixed,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 10:41:00,Yes,2018 or earlier,,,,after 2020,51,R_2TLXNc5tLu3hxUN,v2,"The answer is ""Order History Reports""",,18,Male,Asian,United States,United States,Yes,Unemployed (and job seeking)
true,,2023-03-19 10:50:16,Yes,2018 or earlier,,,,after 2020,64,R_2tm33zQDALYvR3R,v2,"The answer is ""Order History Reports""",,21,Female,White,United States,United States,Yes,DATA_EXPIRED
true,,2023-03-19 10:51:59,Yes,2018 or earlier,,,,after 2020,54,R_27NW2xEMimsUL4X,v2,"The answer is ""Order History Reports""",,30,Male,Mixed,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 11:07:55,Yes,2018 or earlier,,,,after 2020,126,R_1F52ixzSbJY9H7c,v2,"The answer is ""Order History Reports""",,20,Female,Black,United States,United States,Yes,Part-Time
true,,2023-03-19 11:08:44,Yes,2018 or earlier,,,,after 2020,77,R_1GVc2uhKrzt390g,v2,"The answer is ""Order History Reports""",,26,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 11:18:26,Yes,2018 or earlier,,,,after 2020,70,R_vxeAjYDClehB68h,v2,"The answer is ""Order History Reports""",,23,Female,White,United States,United States,No,Full-Time
true,,2023-03-19 11:28:38,Yes,2018 or earlier,,,,after 2020,105,R_1DvPuL0TxGwCbqg,v2,"The answer is ""Order History Reports""",,34,Female,Black,DATA_EXPIRED,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 11:43:55,Yes,2018 or earlier,,,,after 2020,145,R_3hcgnl2XIhMWkKD,v2,"The answer is ""Order History Reports""",,32,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 12:04:24,Yes,2018 or earlier,,,,after 2020,41,R_6lIEyPOk9PpsOBP,v2,"The answer is ""Order History Reports""",,32,Female,Asian,China,United States,No,Full-Time
,,2023-03-19 12:09:29,Yes,2018 or earlier,,,,after 2020,48,R_5zQp1jgaxu24fMB,v2,"The answer is ""Your Order History""",,67,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
,,2023-03-19 12:16:06,Yes,2019 or 2020,,,,,11,R_24IBPB4Z1wIVXuq,v2,,,20,Female,White,United States,United States,Yes,DATA_EXPIRED
true,,2023-03-19 12:17:34,Yes,2018 or earlier,,,,after 2020,42,R_2uCJVKAwkOnYcJw,v2,"The answer is ""Order History Reports""",,25,Female,Mixed,United States,United States,No,Unemployed (and job seeking)
true,,2023-03-19 12:21:07,Yes,2018 or earlier,,,,after 2020,76,R_cZ3z11AXKNIWZEd,v2,"The answer is ""Order History Reports""",,24,Female,White,United States,United States,No,Full-Time
true,,2023-03-19 12:28:36,Yes,2018 or earlier,,,,after 2020,131,R_2cw1A1TNO0il86v,v2,"The answer is ""Order History Reports""",,38,Male,White,United States,United States,No,Unemployed (and job seeking)
,true,2023-03-19 12:37:32,Yes,2018 or earlier,,,,2018 or earlier,17,R_1GNSz810K0jIkHF,v2,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
true,,2023-03-19 12:37:49,Yes,2018 or earlier,,,,after 2020,69,R_2zpdh0QcgkzkX8T,v2,"The answer is ""Order History Reports""",,51,Male,White,Romania,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 12:38:53,Yes,2018 or earlier,,,,after 2020,52,R_3kiarZmBmlRN5YJ,v2,"The answer is ""Order History Reports""",,21,Female,White,United States,United States,Yes,Part-Time
,,2023-03-19 12:40:50,Yes,2019 or 2020,,,,,21,R_2zCNsFcXMW4QSvi,v2,,,23,Female,White,United States,United States,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2023-03-19 12:42:01,Yes,2018 or earlier,,,,after 2020,76,R_3sbTduxJ1gNKJbP,v2,"The answer is ""Order History Reports""",,33,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 12:56:45,Yes,2018 or earlier,,,,after 2020,73,R_9oRin1UAMlYWtnH,v2,"The answer is ""Order History Reports""",,32,Male,White,Germany,United States,Yes,Full-Time
,,2023-03-19 12:58:05,No,,,,,,24,R_AKEEX4eM6UECWw9,v2,,,47,Male,White,United States,United States,No,Full-Time
true,,2023-03-19 13:00:38,Yes,2018 or earlier,,,,after 2020,53,R_3QKn0XWVUDVWtnw,v2,"The answer is ""Order History Reports""",,33,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
,,2023-03-19 13:06:07,Yes,after 2020,,,,,13,R_2UWz1Hzn9jsxUAw,v2,,,29,Male,Other,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 13:06:25,Yes,2018 or earlier,,,,after 2020,83,R_AoGJKNEy75iIbeh,v2,"The answer is ""Order History Reports""",,71,Female,White,Ukraine,United States,DATA_EXPIRED,DATA_EXPIRED
,true,2023-03-19 13:12:38,Yes,2018 or earlier,,,,2018 or earlier,14,R_2uBusNpvYJFVnvx,v2,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
,true,2023-03-19 13:16:52,Yes,2018 or earlier,,,,2018 or earlier,17,R_1MJM564xoQy1JYp,v2,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
true,,2023-03-19 13:18:28,Yes,2018 or earlier,,,,after 2020,110,R_1osWAx2UIhm6qk4,v2,"The answer is ""Order History Reports""",,34,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 13:19:05,Yes,2018 or earlier,,,,after 2020,127,R_dmaQZw1duleeqWZ,v2,"The answer is ""Order History Reports""",,37,Male,Asian,Korea,United States,No,Full-Time
true,,2023-03-19 13:20:04,Yes,2018 or earlier,,,,after 2020,79,R_zfmNrRCaQVKO60V,v2,"The answer is ""Order History Reports""",,21,Prefer not to say,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 13:24:49,Yes,2018 or earlier,,,,after 2020,115,R_1K3I3h3Zd48AzcM,v2,"The answer is ""Order History Reports""",,38,Male,White,DATA_EXPIRED,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 13:31:18,Yes,2018 or earlier,,,,after 2020,117,R_1pYEpx0FevwMFNy,v2,"The answer is ""Order History Reports""",,49,Female,White,United States,United States,No,Part-Time
true,,2023-03-19 13:42:14,Yes,2018 or earlier,,,,after 2020,43,R_C386bvfSvYp8YVP,v2,"The answer is ""Order History Reports""",,28,Male,Asian,United States,United States,No,Full-Time
,,2023-03-19 13:53:33,Yes,2019 or 2020,,,,,75,R_3JDZSpRDTUmMRj0,v2,,,21,Male,Asian,DATA_EXPIRED,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 14:00:13,Yes,2018 or earlier,,,,after 2020,86,R_2xWqtr8Ydp57CLy,v2,"The answer is ""Order History Reports""",,38,Female,White,Moldova,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2023-03-19 14:03:14,Yes,2018 or earlier,,,,after 2020,58,R_1JJSa8nDT9NGXI9,v2,"The answer is ""Order History Reports""",,23,Male,White,United States,United States,Yes,DATA_EXPIRED
true,,2023-04-03 20:25:20,Yes,2018 or earlier,,,,after 2020,100,R_3MShnbb2d9E8kd6,v2,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 13:32:29,Yes,2018 or earlier,,,,after 2020,43,R_2zU31tfyyJKNoq5,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 13:32:55,Yes,2018 or earlier,,,,2019 or 2020,41,R_2ZQWJqhKwz98vIU,cloudresearch,,,,,,,,,
true,,2023-03-15 13:33:00,Yes,2018 or earlier,,,,after 2020,46,R_2bIxnjW8LIhzuvi,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 13:33:08,Yes,2018 or earlier,,,,after 2020,44,R_2EtrX4wvTGX8cJg,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 13:34:06,Yes,2018 or earlier,,,,after 2020,68,R_3MM2oSbAnupOS3c,cloudresearch,"The answer is ""Your Order History""",,,,,,,,
,,2023-03-15 13:34:07,Yes,2019 or 2020,,,,,55,R_yHIPfL0FdN6Oj7j,cloudresearch,,,,,,,,,
true,,2023-03-15 13:34:12,Yes,2018 or earlier,,,,after 2020,94,R_t0qV6lZAg5Orbnr,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 13:34:21,Yes,after 2020,,,,,52,R_1jOJti9mXl4w5RY,cloudresearch,,,,,,,,,
true,,2023-03-15 13:34:36,Yes,2018 or earlier,,,,after 2020,136,R_sGYvQPl9EkyVw2J,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 13:34:46,Yes,2018 or earlier,,,,after 2020,57,R_cvXTcOVtNDp5vIl,cloudresearch,"The answer is ""Your Payments History Reports""",,,,,,,,
true,,2023-03-15 13:35:00,Yes,2018 or earlier,,,,after 2020,42,R_1FCVJLZ0EjoATac,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 13:35:49,Yes,2018 or earlier,,,,after 2020,171,R_3VmyPMqKanhgmB3,cloudresearch,"The answer is ""Your Reports""",,,,,,,,
,,2023-03-15 13:37:22,No,,,,,,26,R_2PpnIMx4wOEd1Pe,cloudresearch,,,,,,,,,
true,,2023-03-15 13:37:34,Yes,2018 or earlier,,,,after 2020,195,R_22VP6AGmHsGrcaQ,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 13:37:44,Yes,2018 or earlier,,,,after 2020,48,R_2Yzgw9gd8QMPzXD,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 13:37:59,Yes,2018 or earlier,,,,after 2020,74,R_26nm33hgCLYjvsD,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 13:40:11,Yes,2018 or earlier,,,,after 2020,162,R_1NmOHFcbst4JK0K,cloudresearch,"The answer is ""Your Order History""",,,,,,,,
,,2023-03-15 13:41:30,Yes,2018 or earlier,,,,after 2020,39,R_2Si9q0dHsXIJ1l4,cloudresearch,I am not interested in participating,,,,,,,,
,,2023-03-15 13:42:44,Yes,2018 or earlier,,,,after 2020,69,R_6EAyBGLDvzYY0nL,cloudresearch,"The answer is ""Your Order History""",,,,,,,,
true,,2023-03-15 13:44:40,Yes,2018 or earlier,,,,after 2020,103,R_1JWrjH7BITrxjBS,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 13:45:39,Yes,2018 or earlier,,,,after 2020,184,R_1Lhd2kLXKCmmqHT,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 13:46:14,Yes,2018 or earlier,,,,after 2020,125,R_1FA2mmFs8RlQOUp,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 13:48:21,Yes,2018 or earlier,,,,after 2020,116,R_2chFcsgmCLnMquN,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 13:50:19,Yes,2018 or earlier,,,,after 2020,206,R_2y0XctkpIJXPHyW,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 13:51:16,Yes,2018 or earlier,,,,after 2020,52,R_1gNMfNxcoP5uNab,cloudresearch,I am not interested in participating,,,,,,,,
true,,2023-03-15 13:51:38,Yes,2018 or earlier,,,,after 2020,59,R_sh6aRJOozN8Ge1X,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 13:52:06,Yes,2018 or earlier,,,,after 2020,83,R_1gSE3nHis2dfxPA,cloudresearch,"The answer is ""Your Order History""",,,,,,,,
true,,2023-03-15 13:52:07,Yes,2018 or earlier,,,,after 2020,52,R_20MYwycgZrBdel4,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 13:52:39,Yes,2018 or earlier,,,,after 2020,157,R_3st8uxE3vtpvu9Q,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 13:53:57,Yes,2018 or earlier,,,,after 2020,104,R_3q8bQqneLGXB7ul,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 13:55:43,Yes,2019 or 2020,,,,,43,R_2ZJOkFKZJVSZzc2,cloudresearch,,,,,,,,,
true,,2023-03-15 13:55:54,Yes,2018 or earlier,,,,after 2020,119,R_2whIMHPREPEDYyQ,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 13:58:35,Yes,2019 or 2020,,,,,38,R_2sZUQ3EPJ2EdhX5,cloudresearch,,,,,,,,,
,,2023-03-15 14:00:36,Yes,2018 or earlier,,,,after 2020,59,R_3IQZPOvy2bhBpex,cloudresearch,I am not interested in participating,,,,,,,,
true,,2023-03-15 14:02:43,Yes,2018 or earlier,,,,after 2020,41,R_swdsk03ufqJ3DQl,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 14:04:45,Yes,2019 or 2020,,,,,63,R_xnZpjHUoT2cLspX,cloudresearch,,,,,,,,,
true,,2023-03-15 14:04:54,Yes,2018 or earlier,,,,after 2020,50,R_12P6IEOo5UsDVgr,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 14:05:23,Yes,2018 or earlier,,,,after 2020,79,R_1jVR7HCDQtY8ezF,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 14:06:47,Yes,2019 or 2020,,,,,52,R_TvJN4jblXBiYnCh,cloudresearch,,,,,,,,,
,,2023-03-15 14:08:07,Yes,2018 or earlier,,,,after 2020,161,R_SBQpxTujg5gJueJ,cloudresearch,"The answer is ""Your Order History""",,,,,,,,
,,2023-03-15 14:08:41,Yes,2018 or earlier,,,,2019 or 2020,47,R_1Lu1yHd2Hr8Ka5r,cloudresearch,,,,,,,,,
true,,2023-03-15 14:10:23,Yes,2018 or earlier,,,,after 2020,150,R_Y3wQPwlQS2dExK9,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,true,2023-03-15 14:11:50,Yes,2018 or earlier,,,,2018 or earlier,104,R_3qaFfVcxui96O1l,cloudresearch,,,,,,,,,
true,,2023-03-15 14:13:02,Yes,2018 or earlier,,,,after 2020,83,R_3MQDAzgxKdMSytu,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 14:14:09,Yes,after 2020,,,,,19,R_1XoLvf4IkBtdJFn,cloudresearch,,,,,,,,,
true,,2023-03-15 14:23:03,Yes,2018 or earlier,,,,after 2020,46,R_ab0KjshKWktaDL3,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 14:27:15,Yes,2018 or earlier,,,,after 2020,58,R_3Jl2XJtwne2TKy9,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 14:29:46,Yes,2018 or earlier,,,,after 2020,97,R_DFVKUYWWqB2v9yp,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 14:32:12,Yes,2018 or earlier,,,,after 2020,87,R_2Ck9xV4tcfAcmHi,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 14:34:08,Yes,2018 or earlier,,,,after 2020,67,R_CjEO7TEObhOMSyJ,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 14:34:09,Yes,2018 or earlier,,,,after 2020,327,R_2vcRfkwK0UYm5MB,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 14:37:33,Yes,after 2020,,,,,32,R_2YsHpn0wjzmBfb8,cloudresearch,,,,,,,,,
true,,2023-03-15 14:40:24,Yes,2018 or earlier,,,,after 2020,351,R_73Soh5OaGKk4BFv,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:00:08,Yes,2018 or earlier,,,,after 2020,56,R_PUp1X1ipGym7wFH,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:09:04,Yes,2018 or earlier,,,,after 2020,75,R_sd3PFibvGDe7B0B,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:20:29,Yes,2018 or earlier,,,,after 2020,47,R_2veV1Afxzszik2f,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:35:09,Yes,2018 or earlier,,,,after 2020,96,R_3fCVgYWxBT8Y9N4,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,true,2023-03-15 15:36:36,Yes,2018 or earlier,,,,2018 or earlier,11,R_qz4gcXVetLxXOlb,cloudresearch,,,,,,,,,
,true,2023-03-15 15:36:45,Yes,2018 or earlier,,,,2018 or earlier,15,R_3HNwp20UkcgBvXK,cloudresearch,,,,,,,,,
,,2023-03-15 15:36:52,Yes,2019 or 2020,,,,,36,R_1q7WXLaPDVMb228,cloudresearch,,,,,,,,,
true,,2023-03-15 15:36:55,Yes,2018 or earlier,,,,after 2020,28,R_1mrDxeaNEto9MnA,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 15:36:56,Yes,2018 or earlier,,,,after 2020,37,R_3MzCGJtCz7kcWdz,cloudresearch,I am not interested in participating,,,,,,,,
,,2023-03-15 15:36:58,No,,,,,,21,R_27BVgWvzmXzhwH1,cloudresearch,,,,,,,,,
true,,2023-03-15 15:37:03,Yes,2018 or earlier,,,,after 2020,31,R_1OHbzrsvUrtSoRE,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:06,Yes,2018 or earlier,,,,after 2020,49,R_eSfHn1WFLOLUzbr,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 15:37:10,Yes,2018 or earlier,,,,after 2020,41,R_5tKKTqNzf8wl0Nb,cloudresearch,"The answer is ""Your Payments History Reports""",,,,,,,,
true,,2023-03-15 15:37:15,Yes,2018 or earlier,,,,after 2020,50,R_1LOS7ytIjzG0PYp,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:18,Yes,2018 or earlier,,,,after 2020,61,R_2e9xlP6792GSzFo,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:19,Yes,2018 or earlier,,,,after 2020,57,R_cAMrVP7mm0C9OcV,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:19,Yes,2018 or earlier,,,,after 2020,56,R_1P6KRDT6gy96yFG,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:20,Yes,2018 or earlier,,,,after 2020,65,R_1IcS9TEe7cTv9eB,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,true,2023-03-15 15:37:20,Yes,2018 or earlier,,,,2018 or earlier,17,R_2q2Wopk0tgBSheU,cloudresearch,,,,,,,,,
true,,2023-03-15 15:37:21,Yes,2018 or earlier,,,,after 2020,46,R_9H6LQhfBZQ3tXt7,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:22,Yes,2018 or earlier,,,,after 2020,56,R_vdWL0R6NjFeJHKp,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:30,Yes,2018 or earlier,,,,after 2020,32,R_3nrAfPsxPH2SGjc,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 15:37:30,Yes,2019 or 2020,,,,,36,R_3PFiV63XHo3vO8Z,cloudresearch,,,,,,,,,
true,,2023-03-15 15:37:32,Yes,2018 or earlier,,,,after 2020,47,R_vSqVuiCKSQNM9fH,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:36,Yes,2018 or earlier,,,,after 2020,37,R_3nAy1Xu1dRuHcOm,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 15:37:36,Yes,2019 or 2020,,,,,32,R_VLs4pYGdXwflTJT,cloudresearch,,,,,,,,,
true,,2023-03-15 15:37:36,Yes,2018 or earlier,,,,after 2020,55,R_2QWoav6haGy33Xl,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 15:37:37,Yes,after 2020,,,,,37,R_2Subygk6raj6wey,cloudresearch,,,,,,,,,
true,,2023-03-15 15:37:39,Yes,2018 or earlier,,,,after 2020,39,R_3nIyj08y2MOWrna,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:39,Yes,2018 or earlier,,,,after 2020,52,R_2YYvqTVThNh152J,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 15:37:40,Yes,2018 or earlier,,,,after 2020,57,R_2yqDDrJRZdAJVHT,cloudresearch,I am not interested in participating,,,,,,,,
true,,2023-03-15 15:37:41,Yes,2018 or earlier,,,,after 2020,50,R_8kQwlR4xEUn2s93,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:46,Yes,2018 or earlier,,,,after 2020,96,R_2uy1rDCZuTl9MRX,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:47,Yes,2018 or earlier,,,,after 2020,61,R_UaQxJg4wtl0MZLb,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:48,Yes,2018 or earlier,,,,after 2020,86,R_2Enp6g0DW4o1JpD,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:37:49,Yes,2018 or earlier,,,,after 2020,58,R_3ewyjuazCGe5EKw,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 15:37:50,Yes,2019 or 2020,,,,,20,R_Or2Ar4UYaL9hSFj,cloudresearch,,,,,,,,,
true,,2023-03-15 15:37:51,Yes,2018 or earlier,,,,after 2020,40,R_1IZDmJfoUOXLkWp,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 15:38:00,Yes,2019 or 2020,,,,,42,R_1MSR4OKVlVNTU0W,cloudresearch,,,,,,,,,
,,2023-03-15 15:38:04,Yes,2019 or 2020,,,,,54,R_1nUf3IB47hZiJoy,cloudresearch,,,,,,,,,
true,,2023-03-15 15:38:06,Yes,2018 or earlier,,,,after 2020,46,R_3scSmg9Kkb9HRmP,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:38:09,Yes,2018 or earlier,,,,after 2020,104,R_27HXNClALLgGKaA,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:38:11,Yes,2018 or earlier,,,,after 2020,87,R_1NemNRX3pQK6oik,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:38:12,Yes,2018 or earlier,,,,after 2020,69,R_1PXH0lUcJ96TfJw,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
true,,2023-03-15 15:38:15,Yes,2018 or earlier,,,,after 2020,93,R_9silzXQny0DoVVv,cloudresearch,"The answer is ""Order History Reports""",,,,,,,,
,,2023-03-15 15:38:15,Yes,2018 or earlier,,,,after 2020,28,R_ctNJmyjZQ2TZ9Dz,cloudresearch,I am not interested in participating,,,,,,,,
,,2023-03-15 15:38:16,Yes,2018 or earlier,,,,after 2020,51,R_3gTW6nW3ygIsJEV,cloudresearch,"The answer is ""Your Reports""",,,,,,,,
