Duration (in seconds),RecordedDate,ResponseId,Q-prolific-mturk,q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-demos-state,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use_1,Q-substance-use_2,Q-substance-use_3,Q-personal_1,Q-personal_2,Q-life-changes,Q-control,Q-altruism,Q-bonus-05,Q-bonus-20,Q-bonus-50,Q-data-value-05,Q-data-value-20,Q-data-value-50,Q-data-value-100,Q-data-value-any,Q-data-value-any_1_TEXT,Q-sell-YOUR-data,Q-sell-consumer-data,Q-small-biz-use,Q-census-use,Q-research-society,Q-attn-check,showdata,incentive,connect
259,3/18/2023 22:31:11,R_2bUiaHZeb8qa8uG,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Pennsylvania,1 (just me!),1 (just me!),Less than 5 times per month,Yes,Yes,No,Yes,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,bonus-50,true
808,3/18/2023 22:31:24,R_27eYkZcMXFibSdM,Yes,55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),North Carolina,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,bonus-20,true
659,3/18/2023 22:43:11,R_ehSRm4FFaaMf9FD,No,18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),California,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,,,Decline,,,,No,No,Yes,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know,"Yes,No,I don't know",false,bonus-05,true
446,3/18/2023 22:46:05,R_2VkFzKtUReuEWm9,No,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,LGBTQ+,Arizona,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,No,I don't know,"Yes,No,I don't know",false,bonus-20,true
243,3/18/2023 22:48:43,R_2cblokO1kLZdZKI,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Arizona,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No,"Yes,No,I don't know",true,bonus-50,true
289,3/18/2023 22:56:10,R_2SowakeS8ZQebAD,No,25 - 34 years,No,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,heterosexual (straight),Ohio,2,1 (just me!),5 - 10 times per month,No,No,No,Yes,No,"Became pregnant,Had a child",,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",true,bonus-05,true
1435,3/18/2023 22:56:28,R_RekNI4I8FXKS9lT,No,45 - 54 years,Yes,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Florida,1 (just me!),2,Less than 5 times per month,I stopped in the recent past,No,I stopped in the recent past,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,bonus-50,true
443,3/18/2023 22:56:38,R_afsmqQnUctcdeY9,Yes,25 - 34 years,Yes,Other,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Texas,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-05,true
587,3/18/2023 22:59:20,R_zTi3j2QuqAzr7NL,Yes,25 - 34 years,No,Black or African American,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Maryland,2,2,Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,No,No,I don't know,I don't know,Yes,"Yes,No,I don't know",false,control,true
285,3/18/2023 23:03:39,R_2DYNUe9cQV68GxO,No,25 - 34 years,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),California,2,2,5 - 10 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",false,altruism,true
504,3/18/2023 23:04:42,R_3lt1ZPBv09u1seD,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),Kentucky,2,3,Less than 5 times per month,No,No,No,No,No,Moved place of residence,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No,"Yes,No,I don't know",false,bonus-20,true
524,3/18/2023 23:05:38,R_OJ2dZL54SR3IuT7,Yes,18 - 24 years,Yes,Other,Bachelor's degree,"Less than $25,000",Male,heterosexual (straight),New Jersey,3,4+,Less than 5 times per month,No,No,No,No,No,,,,,Decline,,,,No,No,I would not consent to share my data for any amount.,,Yes,Yes,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-20,true
677,3/18/2023 23:08:09,R_3lXatUmeXT2pRD3,No,18 - 24 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Louisiana,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Moved place of residence,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No,"Yes,No,I don't know",true,bonus-20,true
456,3/18/2023 23:08:50,R_1DUTc6uWTcrQ0eJ,Yes,25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,Florida,1 (just me!),1 (just me!),Less than 5 times per month,I stopped in the recent past,No,No,No,No,,Consent to share,,,,,,,,,,,No,No,I don't know,No,Yes,"Yes,No,I don't know",true,control,true
606,3/18/2023 23:10:43,R_3IcW0cCdlMnkeZO,No,65 and older,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),California,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",false,bonus-05,true
366,3/18/2023 23:16:55,R_2am2kEZGpe6HleR,No,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Kentucky,1 (just me!),3,Less than 5 times per month,No,No,No,Yes,No,"Lost a job ,Moved place of residence",,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,bonus-50,true
2393,3/18/2023 23:17:20,R_3s02y9lg8GCo9q0,Yes,35 - 44 years,Yes,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,heterosexual (straight),Florida,2,4+,5 - 10 times per month,No,No,Yes,Yes,Yes,"Lost a job ,Had a child",,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,I don't know,"Yes,No,I don't know",true,bonus-50,true
999,3/18/2023 23:19:45,R_3I5VSusfOjYzcOr,Yes,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Pennsylvania,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,Decline,,,,No,No,No,No,More than $1.00 (enter amount),$100,No,No,No,I don't know,Yes,"Yes,No,I don't know",false,altruism,
627,3/18/2023 23:20:11,R_31XAIkcT4o6ACp7,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Washington,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,No,"Yes,No,I don't know",false,altruism,true
532,3/18/2023 23:21:01,R_24MKoSmvuiLEI76,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Mississippi,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,Had a child,,,,Consent to share (receive $0.20 bonus),,,,,,,,I don't know,No,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-20,true
618,3/18/2023 23:22:47,R_3LXRVZSdJiqH63S,No,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Utah,3,2,5 - 10 times per month,No,No,No,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",true,bonus-05,true
804,3/18/2023 23:32:42,R_2YKPfnktaDrPIYT,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,Colorado,2,2,5 - 10 times per month,No,Yes,No,No,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,I don't know,I don't know,Yes,"Yes,No,I don't know",false,bonus-50,true
365,3/18/2023 23:33:10,R_3KOaPXDeFmf2mNp,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),New Jersey,2,2,5 - 10 times per month,No,Yes,Yes,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",true,altruism,true
476,3/18/2023 23:34:32,R_3L5tSFlgKbeAW9k,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Texas,2,2,Less than 5 times per month,No,No,No,No,Yes,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,I don't know,I don't know,Yes,"Yes,No,I don't know",false,bonus-20,
383,3/18/2023 23:35:15,R_2uQjJxSekSWj3qM,Yes,25 - 34 years,No,Asian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Texas,2,2,Less than 5 times per month,No,No,No,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,bonus-20,true
547,3/18/2023 23:37:01,R_3n2VXT4Z99FpnEG,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Kansas,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,Yes,No,,Consent to share,,,,,,,,,,,No,No,Yes,No,Yes,"Yes,No,I don't know",true,control,true
495,3/18/2023 23:39:05,R_9piETGB9s3Vxj2h,No,35 - 44 years,No,Asian,High school diploma or GED,"$50,000 - $74,999",Male,LGBTQ+,Georgia,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",true,bonus-05,true
557,3/18/2023 23:41:45,R_TmUTipQ7flj3x5f,Yes,35 - 44 years,Yes,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Texas,4+,4+,Less than 5 times per month,No,No,Yes,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes,"Yes,No,I don't know",true,altruism,true
756,3/18/2023 23:46:05,R_pmG3rFtBsPNFHc5,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Maryland,1 (just me!),3,Less than 5 times per month,No,I stopped in the recent past,No,No,No,Lost a job ,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,control,true
364,3/18/2023 23:48:45,R_2wEJRogRmU8VXma,No,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),Wisconsin,2,2,5 - 10 times per month,No,No,I stopped in the recent past,No,No,Moved place of residence,,Decline,,,,No,No,No,No,I would not consent to share my data for any amount.,,I don't know,I don't know,I don't know,I don't know,Yes,"Yes,No,I don't know",true,altruism,true
541,3/18/2023 23:51:26,R_2X7MUQUaluNlJqO,Yes,25 - 34 years,No,Asian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Louisiana,1 (just me!),3,Less than 5 times per month,No,No,Yes,No,No,,,,,,Decline,,,,No,More than $1.00 (enter amount),20,No,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,bonus-50,
259,3/18/2023 23:51:35,R_3KusWaiYxWt3Lwg,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,Yes,Yes,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-20,true
801,3/18/2023 23:55:22,R_2Y2DxaFqpoDdnWE,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Florida,1 (just me!),1 (just me!),Less than 5 times per month,No,I stopped in the recent past,I stopped in the recent past,No,No,Lost a job ,,,,Decline,,,,No,No,More than $1.00 (enter amount),50.00,No,No,No,No,No,"Yes,No,I don't know",true,bonus-20,true
483,3/18/2023 23:58:42,R_0vmGaO4F0OdvNQd,Yes,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Oregon,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",true,bonus-05,true
201,3/19/2023 0:00:08,R_1Ld1FGLTStOykIS,Yes,25 - 34 years,Yes,Black or African American,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Pennsylvania,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,I don't know,"Yes,No,I don't know",true,altruism,true
1077,3/19/2023 0:00:38,R_PBgcVvIiLghAouJ,No,25 - 34 years,No,Asian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Texas,1 (just me!),4+,Less than 5 times per month,No,No,No,Yes,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,No,Yes,No,No,"Yes,No,I don't know",false,bonus-05,true
713,3/19/2023 0:03:12,R_RqX2bVT7ipyS3h7,Yes,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Male,heterosexual (straight),Florida,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No,"Yes,No,I don't know",false,control,true
423,3/19/2023 0:11:07,R_3KAy8zZzAUnjr0c,Yes,35 - 44 years,No,Asian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),Maryland,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,Decline,,,,,No,No,No,No,More than $1.00 (enter amount),300,No,No,Yes,No,No,"Yes,No,I don't know",true,control,true
568,3/19/2023 0:16:14,R_2y4uMQlGWtH1cT0,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Arizona,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,,Decline,,,,No,No,No,I would not consent to share my data for any amount.,,No,No,No,No,Yes,"Yes,No,I don't know",false,bonus-05,true
245,3/19/2023 0:16:43,R_82MLqyPbTSnivUl,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Wisconsin,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Moved place of residence,Consent to share,,,,,,,,,,,No,No,I don't know,No,I don't know,"Yes,No,I don't know",false,control,true
467,3/19/2023 0:17:00,R_V1EWFs6tkv2DaMN,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,California,2,3,5 - 10 times per month,I stopped in the recent past,No,No,Yes,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-50,true
383,3/19/2023 0:24:53,R_1IaQCAaU1CcbXWO,No,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Male,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,Yes,Yes,Yes,"Yes,No,I don't know",false,altruism,true
1639,3/19/2023 0:26:25,R_2BqZ1DNgxCWMozc,No,45 - 54 years,No,Black or African American,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Florida,1 (just me!),2,Less than 5 times per month,No,No,No,Prefer not to say,Prefer not to say,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,I don't know,"Yes,No,I don't know",false,bonus-50,true
717,3/19/2023 0:31:12,R_2ZNPweVWnwFNjiC,Yes,45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,Yes,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,Yes,No,Yes,"Yes,No,I don't know",false,bonus-50,true
366,3/19/2023 0:40:05,R_3oXaG4hCMfIbGLl,No,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),Pennsylvania,2,3,Less than 5 times per month,No,No,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,No,I don't know,"Yes,No,I don't know",false,bonus-20,true
679,3/19/2023 0:43:08,R_31iyWlweTeBNmuW,Yes,25 - 34 years,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Male,heterosexual (straight),California,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,,,Decline,,,,No,No,No,More than $1.00 (enter amount),100,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know,"Yes,No,I don't know",false,bonus-05,true
571,3/19/2023 0:48:52,R_1Y749UrP3H63nsR,No,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,LGBTQ+,North Carolina,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,No,No,No,Yes,Yes,"Yes,No,I don't know",false,control,true
328,3/19/2023 0:56:40,R_2OPvpSMurk1PM8K,Yes,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),New York,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,Decline,,,,,No,No,No,No,I would not consent to share my data for any amount.,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No,"Yes,No,I don't know",true,control,true
432,3/19/2023 1:05:23,R_Dq4AlJx0kbdQshz,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),West Virginia,3,4+,Less than 5 times per month,Yes,I stopped in the recent past,I stopped in the recent past,Yes,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",true,altruism,true
239,3/19/2023 1:06:26,R_sALohfQXTGFiut3,Yes,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Rhode Island,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,,Decline,,,,Yes,,,,,No,No,Yes,Yes,I don't know,"Yes,No,I don't know",false,bonus-05,true
781,3/19/2023 1:09:37,R_2xxvsVGQ2kSdXpV,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Ohio,2,3,5 - 10 times per month,No,No,No,Yes,Yes,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,I don't know,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",true,bonus-50,true
349,3/19/2023 1:20:34,R_3I9nHVMo3pyWm6J,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),New York,2,2,5 - 10 times per month,No,No,Yes,No,No,"Lost a job ,Moved place of residence",,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-20,true
476,3/19/2023 1:23:37,R_5dmJgeTDHRMEFTH,No,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$150,000 or more",Male,heterosexual (straight),Pennsylvania,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,"Yes,No,I don't know",true,altruism,true
940,3/19/2023 1:37:52,R_2Ehm9Yqn76kYwsA,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Wisconsin,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,Lost a job ,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,No,Yes,No,Yes,"Yes,No,I don't know",false,bonus-05,true
1376,3/19/2023 1:43:58,R_1K3XYuvFofXLIzN,Yes,55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,California,1 (just me!),2,Less than 5 times per month,Yes,Yes,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,I don't know,"Yes,No,I don't know",true,bonus-50,true
1103,3/19/2023 1:46:33,R_1hPWxraZ4p1F7zi,Yes,35 - 44 years,No,Black or African American,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Ohio,1 (just me!),3,Less than 5 times per month,No,No,Prefer not to say,No,No,,,Decline,,,,No,No,No,No,I would not consent to share my data for any amount.,,No,No,No,I don't know,No,"Yes,No,I don't know",true,altruism,true
442,3/19/2023 1:53:23,R_3CVMAH13SNAWjLZ,Yes,45 - 54 years,Yes,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Maine,3,3,Less than 5 times per month,Yes,No,No,Yes,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes,"Yes,No,I don't know",false,bonus-50,true
298,3/19/2023 1:53:47,R_1r87aWUMpuSjqOS,No,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),California,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,,Decline,,,,No,No,No,More than $1.00 (enter amount),10.00,No,No,No,No,No,"Yes,No,I don't know",true,bonus-05,true
922,3/19/2023 2:04:29,R_12mMk3Dq3Oo4HJb,No,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Ohio,2,4+,5 - 10 times per month,No,Yes,No,No,No,Lost a job ,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,Yes,Yes,"Yes,No,I don't know",false,bonus-20,true
1062,3/19/2023 2:06:34,R_2z7rLZb69WuqDdf,No,45 - 54 years,No,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),North Carolina,2,4+,More than 10 times per month,No,No,No,Yes,No,,Consent to share,,,,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",true,control,true
916,3/19/2023 2:41:49,R_3Gr02vFv0h79T4p,No,25 - 34 years,No,Asian,High school diploma or GED,"$50,000 - $74,999",Female,LGBTQ+,California,1 (just me!),3,5 - 10 times per month,No,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",false,bonus-50,true
544,3/19/2023 2:45:36,R_2CVxHRKIkQ8pd1C,Yes,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),Missouri,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",true,bonus-05,true
312,3/19/2023 2:59:07,R_3J8UIMbwljBx6df,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Pennsylvania,2,4+,More than 10 times per month,No,No,Yes,No,No,Became pregnant,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes,"Yes,No,I don't know",true,bonus-20,true
627,3/19/2023 3:08:59,R_1mEmb9jWLRYCU4e,Yes,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,heterosexual (straight),Mississippi,2,2,5 - 10 times per month,No,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-50,true
1603,3/19/2023 3:20:43,R_3DpwSHZQO8nhZy6,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Ohio,1 (just me!),4+,Less than 5 times per month,Yes,Yes,Yes,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,altruism,true
549,3/19/2023 3:45:26,R_e9dZZ65F0jEm2Hv,Yes,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,Decline,,,,No,No,No,No,I would not consent to share my data for any amount.,,No,No,No,No,No,"Yes,No,I don't know",false,altruism,true
474,3/19/2023 4:06:10,R_3L8dgu12mdk2UVH,No,55 - 64 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),New Hampshire,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Lost a job ,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,control,true
664,3/19/2023 4:10:36,R_czHyAR1xMvT2FbP,Yes,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,LGBTQ+,New York,1 (just me!),2,Less than 5 times per month,No,Yes,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,I don't know,No,Yes,"Yes,No,I don't know",true,bonus-50,true
